z,r,dr_dz,d2r_dz2,curvature
193.384502,250.280937,0.121165,-0.007105,0.006952
193.768964,250.326995,0.118448,-0.007028,0.006883
194.153427,250.372015,0.115761,-0.006950,0.006813
194.537889,250.416006,0.113103,-0.006872,0.006742
194.922351,250.458983,0.110477,-0.006793,0.006670
195.306813,250.500955,0.107881,-0.006713,0.006597
195.691276,250.541935,0.105315,-0.006632,0.006524
196.075738,250.581934,0.102781,-0.006551,0.006449
196.460200,250.620965,0.100277,-0.006470,0.006374
196.844662,250.659040,0.097806,-0.006388,0.006297
197.229125,250.696170,0.095366,-0.006305,0.006220
197.613587,250.732369,0.092957,-0.006222,0.006143
197.998049,250.767648,0.090581,-0.006139,0.006064
198.382511,250.802019,0.088237,-0.006055,0.005985
198.766973,250.835495,0.085925,-0.005971,0.005905
199.151436,250.868089,0.083646,-0.005886,0.005825
199.535898,250.899813,0.081399,-0.005801,0.005744
199.920360,250.930679,0.079186,-0.005716,0.005662
200.304822,250.960700,0.077005,-0.005630,0.005580
200.689285,250.989890,0.074857,-0.005544,0.005498
201.073747,251.018260,0.072742,-0.005458,0.005415
201.458209,251.045823,0.070660,-0.005371,0.005331
201.842671,251.072592,0.068612,-0.005285,0.005248
202.227134,251.098580,0.066596,-0.005198,0.005164
202.611596,251.123799,0.064615,-0.005111,0.005079
202.996058,251.148264,0.062666,-0.005024,0.004995
203.380520,251.171985,0.060752,-0.004937,0.004910
203.764982,251.194977,0.058870,-0.004850,0.004825
204.149445,251.217252,0.057023,-0.004763,0.004739
204.533907,251.238823,0.055208,-0.004675,0.004654
204.918369,251.259703,0.053427,-0.004588,0.004569
205.302831,251.279905,0.051680,-0.004501,0.004483
205.687294,251.299441,0.049966,-0.004414,0.004398
206.071756,251.318325,0.048286,-0.004327,0.004312
206.456218,251.336569,0.046639,-0.004241,0.004227
206.840680,251.354187,0.045025,-0.004154,0.004142
207.225143,251.371190,0.043444,-0.004068,0.004056
207.609605,251.387592,0.041897,-0.003982,0.003971
207.994067,251.403406,0.040383,-0.003896,0.003887
208.378529,251.418643,0.038901,-0.003811,0.003802
208.762991,251.433318,0.037453,-0.003725,0.003718
209.147454,251.447442,0.036037,-0.003641,0.003633
209.531916,251.461027,0.034653,-0.003556,0.003550
209.916378,251.474087,0.033302,-0.003472,0.003466
210.300840,251.486634,0.031984,-0.003389,0.003383
210.685303,251.498680,0.030697,-0.003305,0.003301
211.069765,251.510238,0.029442,-0.003223,0.003219
211.454227,251.521319,0.028219,-0.003141,0.003137
211.838689,251.531936,0.027027,-0.003059,0.003056
212.223152,251.542101,0.025867,-0.002978,0.002975
212.607614,251.551825,0.024737,-0.002898,0.002895
212.992076,251.561122,0.023638,-0.002818,0.002816
213.376538,251.570001,0.022570,-0.002739,0.002737
213.761001,251.578476,0.021532,-0.002661,0.002659
214.145463,251.586558,0.020524,-0.002583,0.002581
214.529925,251.594258,0.019546,-0.002506,0.002505
214.914387,251.601588,0.018597,-0.002430,0.002429
215.298849,251.608558,0.017678,-0.002355,0.002353
215.683312,251.615180,0.016787,-0.002280,0.002279
216.067774,251.621466,0.015925,-0.002206,0.002205
216.452236,251.627425,0.015091,-0.002133,0.002133
216.836698,251.633069,0.014284,-0.002061,0.002061
217.221161,251.638409,0.013505,-0.001990,0.001990
217.605623,251.643454,0.012754,-0.001920,0.001920
217.990085,251.648216,0.012029,-0.001851,0.001851
218.374547,251.652703,0.011330,-0.001783,0.001783
218.759010,251.656928,0.010658,-0.001716,0.001715
219.143472,251.660898,0.010011,-0.001650,0.001649
219.527934,251.664625,0.009389,-0.001584,0.001584
219.912396,251.668118,0.008793,-0.001520,0.001520
220.296858,251.671386,0.008220,-0.001457,0.001457
220.681321,251.674439,0.007672,-0.001396,0.001395
221.065783,251.677286,0.007147,-0.001335,0.001335
221.450245,251.679935,0.006646,-0.001275,0.001275
221.834707,251.682396,0.006167,-0.001217,0.001217
222.219170,251.684677,0.005710,-0.001159,0.001159
222.603632,251.686786,0.005275,-0.001103,0.001103
222.988094,251.688733,0.004862,-0.001048,0.001048
223.372556,251.690525,0.004470,-0.000994,0.000994
223.757019,251.692170,0.004097,-0.000942,0.000942
224.141481,251.693676,0.003745,-0.000890,0.000890
224.525943,251.695050,0.003413,-0.000840,0.000840
224.910405,251.696300,0.003099,-0.000791,0.000791
225.294867,251.697433,0.002804,-0.000744,0.000744
225.679330,251.698456,0.002527,-0.000698,0.000698
226.063792,251.699376,0.002268,-0.000652,0.000652
226.448254,251.700200,0.002026,-0.000609,0.000609
226.832716,251.700934,0.001800,-0.000566,0.000566
227.217179,251.701584,0.001590,-0.000525,0.000525
227.601641,251.702157,0.001396,-0.000485,0.000485
227.986103,251.702657,0.001217,-0.000446,0.000446
228.370565,251.703092,0.001053,-0.000409,0.000409
228.755028,251.703467,0.000903,-0.000373,0.000373
229.139490,251.703787,0.000766,-0.000338,0.000338
229.523952,251.704056,0.000642,-0.000305,0.000305
229.908414,251.704281,0.000532,-0.000273,0.000273
230.292876,251.704465,0.000433,-0.000242,0.000242
230.677339,251.704613,0.000345,-0.000212,0.000212
231.061801,251.704730,0.000269,-0.000184,0.000184
231.446263,251.704820,0.000204,-0.000157,0.000157
231.830725,251.704887,0.000148,-0.000132,0.000132
232.215188,251.704935,0.000103,-0.000107,0.000107
232.599650,251.704966,0.000066,-0.000084,0.000084
232.984112,251.704985,0.000038,-0.000062,0.000062
233.368574,251.704995,0.000018,-0.000041,0.000041
233.753037,251.704999,0.000006,-0.000022,0.000022
234.137499,251.705000,0.000001,-0.000008,0.000008
234.521961,251.705000,0.000000,-0.000001,0.000001
234.906423,251.705000,0.000000,-0.000000,0.000000
235.290885,251.705000,0.000000,-0.000000,0.000000
235.675348,251.705000,0.000000,-0.000000,0.000000
236.059810,251.705000,-0.000000,0.000000,0.000000
236.444272,251.705000,0.000000,0.000000,0.000000
236.828734,251.705000,0.000000,-0.000000,0.000000
237.213197,251.705000,-0.000000,0.000000,0.000000
237.597659,251.705000,0.000000,0.000000,0.000000
237.982121,251.705000,0.000000,-0.000000,0.000000
238.366583,251.705000,-0.000000,0.000000,0.000000
238.751046,251.705000,0.000000,0.000000,0.000000
239.135508,251.705000,0.000000,-0.000000,0.000000
239.519970,251.705000,-0.000000,0.000000,0.000000
239.904432,251.705000,0.000000,0.000000,0.000000
240.288894,251.705000,0.000000,-0.000000,0.000000
240.673357,251.705000,0.000000,-0.000000,0.000000
241.057819,251.705000,-0.000000,0.000000,0.000000
241.442281,251.705000,0.000000,0.000000,0.000000
241.826743,251.705000,0.000000,-0.000000,0.000000
242.211206,251.705000,-0.000000,0.000000,0.000000
242.595668,251.705000,0.000000,0.000000,0.000000
242.980130,251.705000,0.000000,-0.000000,0.000000
243.364592,251.705000,-0.000000,0.000000,0.000000
243.749055,251.705000,0.000000,0.000000,0.000000
244.133517,251.705000,0.000000,-0.000000,0.000000
244.517979,251.705000,-0.000000,0.000000,0.000000
244.902441,251.705000,0.000000,0.000000,0.000000
245.286903,251.705000,0.000000,-0.000000,0.000000
245.671366,251.705000,-0.000000,0.000000,0.000000
246.055828,251.705000,0.000000,0.000000,0.000000
246.440290,251.705000,0.000000,-0.000000,0.000000
246.824752,251.705000,0.000000,-0.000000,0.000000
247.209215,251.705000,-0.000000,0.000000,0.000000
247.593677,251.705000,0.000000,0.000000,0.000000
247.978139,251.705000,0.000000,-0.000000,0.000000
248.362601,251.705000,-0.000000,0.000000,0.000000
248.747064,251.705000,0.000000,0.000000,0.000000
249.131526,251.705000,0.000000,-0.000000,0.000000
249.515988,251.705000,-0.000000,0.000000,0.000000
249.900450,251.705000,0.000000,0.000000,0.000000
250.284912,251.705000,0.000000,-0.000000,0.000000
250.669375,251.705000,-0.000000,0.000000,0.000000
251.053837,251.705000,0.000000,0.000000,0.000000
251.438299,251.705000,0.000000,-0.000000,0.000000
251.822761,251.705000,0.000000,-0.000000,0.000000
252.207224,251.705000,-0.000000,0.000000,0.000000
252.591686,251.705000,0.000000,0.000000,0.000000
252.976148,251.705000,0.000000,-0.000000,0.000000
253.360610,251.705000,-0.000000,0.000000,0.000000
253.745073,251.705000,0.000000,0.000000,0.000000
254.129535,251.705000,0.000000,-0.000000,0.000000
254.513997,251.705000,-0.000000,0.000000,0.000000
254.898459,251.705000,0.000000,0.000000,0.000000
255.282921,251.705000,0.000000,-0.000000,0.000000
255.667384,251.705000,-0.000000,0.000000,0.000000
256.051846,251.705000,0.000000,0.000000,0.000000
256.436308,251.705000,0.000000,-0.000000,0.000000
256.820770,251.705000,0.000000,0.000000,0.000000
257.205233,251.705000,0.000000,0.000000,0.000000
257.589695,251.705000,0.000000,0.000000,0.000000
257.974157,251.705000,0.000000,0.000000,0.000000
258.358619,251.705000,0.000000,0.000000,0.000000
258.743082,251.705000,0.000000,0.000000,0.000000
259.127544,251.705000,0.000000,0.000000,0.000000
259.512006,251.705000,0.000000,0.000000,0.000000
259.896468,251.705000,0.000000,0.000000,0.000000
260.280930,251.705000,0.000000,0.000000,0.000000
260.665393,251.705000,0.000000,0.000000,0.000000
261.049855,251.705000,0.000000,0.000000,0.000000
261.434317,251.705000,0.000000,0.000000,0.000000
261.818779,251.705000,0.000000,0.000000,0.000000
262.203242,251.705000,0.000000,0.000000,0.000000
262.587704,251.705000,0.000000,0.000000,0.000000
262.972166,251.705000,0.000000,0.000000,0.000000
263.356628,251.705000,0.000000,0.000000,0.000000
263.741091,251.705000,0.000000,0.000000,0.000000
264.125553,251.705000,0.000000,0.000000,0.000000
264.510015,251.705000,0.000000,0.000000,0.000000
264.894477,251.705000,0.000000,0.000000,0.000000
265.278939,251.705000,0.000000,0.000000,0.000000
265.663402,251.705000,0.000000,0.000000,0.000000
266.047864,251.705000,0.000000,0.000000,0.000000
266.432326,251.705000,0.000000,0.000000,0.000000
266.816788,251.705000,0.000000,0.000000,0.000000
267.201251,251.705000,0.000000,0.000000,0.000000
267.585713,251.705000,0.000000,0.000000,0.000000
267.970175,251.705000,0.000000,0.000000,0.000000
268.354637,251.705000,0.000000,0.000000,0.000000
268.739100,251.705000,0.000000,0.000000,0.000000
269.123562,251.705000,0.000000,0.000000,0.000000
269.508024,251.705000,0.000000,0.000000,0.000000
269.892486,251.705000,0.000000,0.000000,0.000000
270.276948,251.705000,0.000000,0.000000,0.000000
270.661411,251.705000,0.000000,0.000000,0.000000
271.045873,251.705000,0.000000,0.000000,0.000000
271.430335,251.705000,0.000000,0.000000,0.000000
271.814797,251.705000,0.000000,0.000000,0.000000
272.199260,251.705000,0.000000,0.000000,0.000000
272.583722,251.705000,0.000000,0.000000,0.000000
272.968184,251.705000,0.000000,0.000000,0.000000
273.352646,251.705000,0.000000,0.000000,0.000000
273.737109,251.705000,0.000000,0.000000,0.000000
274.121571,251.705000,0.000000,0.000000,0.000000
274.506033,251.705000,0.000000,0.000000,0.000000
274.890495,251.705000,0.000000,0.000000,0.000000
275.274957,251.705000,0.000000,0.000000,0.000000
275.659420,251.705000,0.000000,0.000000,0.000000
276.043882,251.705000,0.000000,0.000000,0.000000
276.428344,251.705000,0.000000,0.000000,0.000000
276.812806,251.705000,0.000000,0.000000,0.000000
277.197269,251.705000,0.000000,0.000000,0.000000
277.581731,251.705000,0.000000,0.000000,0.000000
277.966193,251.705000,0.000000,0.000000,0.000000
278.350655,251.705000,0.000000,0.000000,0.000000
278.735118,251.705000,0.000000,0.000000,0.000000
279.119580,251.705000,0.000000,0.000000,0.000000
279.504042,251.705000,0.000000,0.000000,0.000000
279.888504,251.705000,0.000000,0.000000,0.000000
280.272966,251.705000,0.000000,0.000000,0.000000
280.657429,251.705000,0.000000,0.000000,0.000000
281.041891,251.705000,0.000000,0.000000,0.000000
281.426353,251.705000,0.000000,0.000000,0.000000
281.810815,251.705000,0.000000,0.000000,0.000000
282.195278,251.705000,0.000000,0.000000,0.000000
282.579740,251.705000,0.000000,0.000000,0.000000
282.964202,251.705000,0.000000,0.000000,0.000000
283.348664,251.705000,0.000000,0.000000,0.000000
283.733127,251.705000,0.000000,0.000000,0.000000
284.117589,251.705000,0.000000,0.000000,0.000000
284.502051,251.705000,0.000000,0.000000,0.000000
284.886513,251.705000,0.000000,0.000000,0.000000
285.270975,251.705000,0.000000,0.000000,0.000000
285.655438,251.705000,0.000000,0.000000,0.000000
286.039900,251.705000,0.000000,0.000000,0.000000
286.424362,251.705000,0.000000,0.000000,0.000000
286.808824,251.705000,0.000000,0.000000,0.000000
287.193287,251.705000,0.000000,0.000000,0.000000
287.577749,251.705000,0.000000,0.000000,0.000000
287.962211,251.705000,0.000000,0.000000,0.000000
288.346673,251.705000,0.000000,0.000000,0.000000
288.731136,251.705000,0.000000,0.000000,0.000000
289.115598,251.705000,0.000000,0.000000,0.000000
289.500060,251.705000,0.000000,0.000000,0.000000
289.884522,251.705000,0.000000,0.000000,0.000000
290.268984,251.705000,0.000000,0.000000,0.000000
290.653447,251.705000,0.000000,0.000000,0.000000
291.037909,251.705000,0.000000,0.000000,0.000000
291.422371,251.705000,0.000000,0.000000,0.000000
291.806833,251.705000,0.000000,0.000000,0.000000
292.191296,251.705000,0.000000,0.000000,0.000000
292.575758,251.705000,0.000000,0.000000,0.000000
292.960220,251.705000,0.000000,0.000000,0.000000
293.344682,251.705000,0.000000,0.000000,0.000000
293.729145,251.705000,0.000000,0.000000,0.000000
294.113607,251.705000,0.000000,0.000000,0.000000
294.498069,251.705000,0.000000,0.000000,0.000000
294.882531,251.705000,0.000000,0.000000,0.000000
295.266993,251.705000,0.000000,0.000000,0.000000
295.651456,251.705000,0.000000,0.000000,0.000000
296.035918,251.705000,0.000000,0.000000,0.000000
296.420380,251.705000,0.000000,0.000000,0.000000
296.804842,251.705000,0.000000,0.000000,0.000000
297.189305,251.705000,0.000000,0.000000,0.000000
297.573767,251.705000,0.000000,0.000000,0.000000
297.958229,251.705000,0.000000,0.000000,0.000000
298.342691,251.705000,0.000000,0.000000,0.000000
298.727154,251.705000,0.000000,0.000000,0.000000
299.111616,251.705000,0.000000,0.000000,0.000000
299.496078,251.705000,0.000000,0.000000,0.000000
299.880540,251.705000,0.000000,0.000000,0.000000
300.265003,251.705000,0.000000,0.000000,0.000000
300.649465,251.705000,0.000000,0.000000,0.000000
301.033927,251.705000,0.000000,0.000000,0.000000
301.418389,251.705000,0.000000,0.000000,0.000000
301.802851,251.705000,0.000000,0.000000,0.000000
302.187314,251.705000,0.000000,0.000000,0.000000
302.571776,251.705000,0.000000,0.000000,0.000000
302.956238,251.705000,0.000000,0.000000,0.000000
303.340700,251.705000,0.000000,0.000000,0.000000
303.725163,251.705000,0.000000,0.000000,0.000000
304.109625,251.705000,0.000000,0.000000,0.000000
304.494087,251.705000,0.000000,0.000000,0.000000
304.878549,251.705000,0.000000,0.000000,0.000000
305.263012,251.705000,0.000000,0.000000,0.000000
305.647474,251.705000,0.000000,0.000000,0.000000
306.031936,251.705000,0.000000,0.000000,0.000000
306.416398,251.705000,0.000000,0.000000,0.000000
306.800860,251.705000,0.000000,0.000000,0.000000
307.185323,251.705000,0.000000,0.000000,0.000000
307.569785,251.705000,0.000000,0.000000,0.000000
307.954247,251.705000,0.000000,0.000000,0.000000
308.338709,251.705000,0.000000,0.000000,0.000000
308.723172,251.705000,0.000000,0.000000,0.000000
309.107634,251.705000,0.000000,0.000000,0.000000
309.492096,251.705000,0.000000,0.000000,0.000000
309.876558,251.705000,0.000000,0.000000,0.000000
310.261021,251.705000,0.000000,0.000000,0.000000
310.645483,251.705000,0.000000,0.000000,0.000000
311.029945,251.705000,0.000000,0.000000,0.000000
311.414407,251.705000,0.000000,0.000000,0.000000
311.798869,251.705000,0.000000,0.000000,0.000000
312.183332,251.705000,0.000000,0.000000,0.000000
312.567794,251.705000,0.000000,0.000000,0.000000
312.952256,251.705000,0.000000,0.000000,0.000000
313.336718,251.705000,0.000000,0.000000,0.000000
313.721181,251.705000,0.000000,0.000000,0.000000
314.105643,251.705000,0.000000,0.000000,0.000000
314.490105,251.705000,0.000000,0.000000,0.000000
314.874567,251.705000,0.000000,0.000000,0.000000
315.259030,251.705000,0.000000,0.000000,0.000000
315.643492,251.705000,0.000000,0.000000,0.000000
316.027954,251.705000,0.000000,0.000000,0.000000
316.412416,251.705000,0.000000,0.000000,0.000000
316.796878,251.705000,0.000000,0.000000,0.000000
317.181341,251.705000,0.000000,0.000000,0.000000
317.565803,251.705000,0.000000,0.000000,0.000000
317.950265,251.705000,0.000000,0.000000,0.000000
318.334727,251.705000,0.000000,0.000000,0.000000
318.719190,251.705000,0.000000,0.000000,0.000000
319.103652,251.705000,0.000000,0.000000,0.000000
319.488114,251.705000,0.000000,0.000000,0.000000
319.872576,251.705000,0.000000,0.000000,0.000000
320.257039,251.705000,0.000000,0.000000,0.000000
320.641501,251.705000,0.000000,0.000000,0.000000
321.025963,251.705000,0.000000,0.000000,0.000000
321.410425,251.705000,0.000000,0.000000,0.000000
321.794887,251.705000,0.000000,0.000000,0.000000
322.179350,251.705000,0.000000,0.000000,0.000000
322.563812,251.705000,0.000000,0.000000,0.000000
322.948274,251.705000,0.000000,0.000000,0.000000
323.332736,251.705000,0.000000,0.000000,0.000000
323.717199,251.705000,0.000000,0.000000,0.000000
324.101661,251.705000,0.000000,0.000000,0.000000
324.486123,251.705000,0.000000,0.000000,0.000000
324.870585,251.705000,0.000000,0.000000,0.000000
325.255048,251.705000,0.000000,0.000000,0.000000
325.639510,251.705000,0.000000,0.000000,0.000000
326.023972,251.705000,0.000000,0.000000,0.000000
326.408434,251.705000,0.000000,0.000000,0.000000
326.792896,251.705000,0.000000,0.000000,0.000000
327.177359,251.705000,0.000000,0.000000,0.000000
327.561821,251.705000,0.000000,0.000000,0.000000
327.946283,251.705000,0.000000,0.000000,0.000000
328.330745,251.705000,0.000000,0.000000,0.000000
328.715208,251.705000,0.000000,0.000000,0.000000
329.099670,251.705000,0.000000,0.000000,0.000000
329.484132,251.705000,0.000000,0.000000,0.000000
329.868594,251.705000,0.000000,0.000000,0.000000
330.253057,251.705000,0.000000,0.000000,0.000000
330.637519,251.705000,0.000000,0.000000,0.000000
331.021981,251.705000,0.000000,0.000000,0.000000
331.406443,251.705000,0.000000,0.000000,0.000000
331.790905,251.705000,0.000000,0.000000,0.000000
332.175368,251.705000,0.000000,0.000000,0.000000
332.559830,251.705000,0.000000,0.000000,0.000000
332.944292,251.705000,0.000000,0.000000,0.000000
333.328754,251.705000,0.000000,0.000000,0.000000
333.713217,251.705000,0.000000,0.000000,0.000000
334.097679,251.705000,0.000000,0.000000,0.000000
334.482141,251.705000,0.000000,0.000000,0.000000
334.866603,251.705000,0.000000,0.000000,0.000000
335.251066,251.705000,0.000000,0.000000,0.000000
335.635528,251.705000,0.000000,0.000000,0.000000
336.019990,251.705000,0.000000,0.000000,0.000000
336.404452,251.705000,0.000000,0.000000,0.000000
336.788914,251.705000,0.000000,0.000000,0.000000
337.173377,251.705000,0.000000,0.000000,0.000000
337.557839,251.705000,0.000000,0.000000,0.000000
337.942301,251.705000,0.000000,0.000000,0.000000
338.326763,251.705000,0.000000,0.000000,0.000000
338.711226,251.705000,0.000000,0.000000,0.000000
339.095688,251.705000,0.000000,0.000000,0.000000
339.480150,251.705000,0.000000,0.000000,0.000000
339.864612,251.705000,0.000000,0.000000,0.000000
340.249075,251.705000,0.000000,0.000000,0.000000
340.633537,251.705000,0.000000,0.000000,0.000000
341.017999,251.705000,0.000000,0.000000,0.000000
341.402461,251.705000,0.000000,0.000000,0.000000
341.786923,251.705000,0.000000,0.000000,0.000000
342.171386,251.705000,0.000000,0.000000,0.000000
342.555848,251.705000,0.000000,0.000000,0.000000
342.940310,251.705000,0.000000,0.000000,0.000000
343.324772,251.705000,0.000000,0.000000,0.000000
343.709235,251.705000,0.000000,0.000000,0.000000
344.093697,251.705000,0.000000,0.000000,0.000000
344.478159,251.705000,0.000000,0.000000,0.000000
344.862621,251.705000,0.000000,0.000000,0.000000
345.247084,251.705000,0.000000,0.000000,0.000000
345.631546,251.705000,0.000000,0.000000,0.000000
346.016008,251.705000,0.000000,0.000000,0.000000
346.400470,251.705000,0.000000,0.000000,0.000000
346.784932,251.705000,0.000000,0.000000,0.000000
347.169395,251.705000,0.000000,0.000000,0.000000
347.553857,251.705000,0.000000,0.000000,0.000000
347.938319,251.705000,0.000000,0.000000,0.000000
348.322781,251.705000,0.000000,0.000000,0.000000
348.707244,251.705000,0.000000,0.000000,0.000000
349.091706,251.705000,0.000000,0.000000,0.000000
349.476168,251.705000,0.000000,0.000000,0.000000
349.860630,251.705000,0.000000,0.000000,0.000000
350.245093,251.705000,0.000000,0.000000,0.000000
350.629555,251.705000,0.000000,0.000000,0.000000
351.014017,251.705000,0.000000,0.000000,0.000000
351.398479,251.705000,0.000000,0.000000,0.000000
351.782941,251.705000,0.000000,0.000000,0.000000
352.167404,251.705000,0.000000,0.000000,0.000000
352.551866,251.705000,0.000000,0.000000,0.000000
352.936328,251.705000,0.000000,0.000000,0.000000
353.320790,251.705000,0.000000,0.000000,0.000000
353.705253,251.705000,0.000000,0.000000,0.000000
354.089715,251.705000,0.000000,0.000000,0.000000
354.474177,251.705000,0.000000,0.000000,0.000000
354.858639,251.705000,0.000000,0.000000,0.000000
355.243102,251.705000,0.000000,0.000000,0.000000
355.627564,251.705000,0.000000,0.000000,0.000000
356.012026,251.705000,0.000000,0.000000,0.000000
356.396488,251.705000,0.000000,0.000000,0.000000
356.780950,251.705000,0.000000,0.000000,0.000000
357.165413,251.705000,0.000000,0.000000,0.000000
357.549875,251.705000,0.000000,0.000000,0.000000
357.934337,251.705000,0.000000,0.000000,0.000000
358.318799,251.705000,0.000000,0.000000,0.000000
358.703262,251.705000,0.000000,0.000000,0.000000
359.087724,251.705000,0.000000,0.000000,0.000000
359.472186,251.705000,0.000000,0.000000,0.000000
359.856648,251.705000,0.000000,0.000000,0.000000
360.241111,251.705000,0.000000,0.000000,0.000000
360.625573,251.705000,0.000000,0.000000,0.000000
361.010035,251.705000,0.000000,0.000000,0.000000
361.394497,251.705000,0.000000,0.000000,0.000000
361.778959,251.705000,0.000000,0.000000,0.000000
362.163422,251.705000,0.000000,0.000000,0.000000
362.547884,251.705000,0.000000,0.000000,0.000000
362.932346,251.705000,0.000000,0.000000,0.000000
363.316808,251.705000,0.000000,0.000000,0.000000
363.701271,251.705000,0.000000,0.000000,0.000000
364.085733,251.705000,0.000000,0.000000,0.000000
364.470195,251.705000,0.000000,0.000000,0.000000
364.854657,251.705000,0.000000,0.000000,0.000000
365.239120,251.705000,0.000000,0.000000,0.000000
365.623582,251.705000,0.000000,0.000000,0.000000
366.008044,251.705000,0.000000,0.000000,0.000000
366.392506,251.705000,0.000000,0.000000,0.000000
366.776968,251.705000,0.000000,0.000000,0.000000
367.161431,251.705000,0.000000,0.000000,0.000000
367.545893,251.705000,0.000000,0.000000,0.000000
367.930355,251.705000,0.000000,0.000000,0.000000
368.314817,251.705000,0.000000,0.000000,0.000000
368.699280,251.705000,0.000000,0.000000,0.000000
369.083742,251.705000,0.000000,0.000000,0.000000
369.468204,251.705000,0.000000,0.000000,0.000000
369.852666,251.705000,0.000000,0.000000,0.000000
370.237129,251.705000,0.000000,0.000000,0.000000
370.621591,251.705000,0.000000,0.000000,0.000000
371.006053,251.705000,0.000000,0.000000,0.000000
371.390515,251.705000,0.000000,0.000000,0.000000
371.774977,251.705000,0.000000,0.000000,0.000000
372.159440,251.705000,0.000000,0.000000,0.000000
372.543902,251.705000,0.000000,0.000000,0.000000
372.928364,251.705000,0.000000,0.000000,0.000000
373.312826,251.705000,0.000000,0.000000,0.000000
373.697289,251.705000,0.000000,0.000000,0.000000
374.081751,251.705000,0.000000,0.000000,0.000000
374.466213,251.705000,0.000000,0.000000,0.000000
374.850675,251.705000,0.000000,0.000000,0.000000
375.235138,251.705000,0.000000,0.000000,0.000000
375.619600,251.705000,0.000000,0.000000,0.000000
376.004062,251.705000,0.000000,0.000000,0.000000
376.388524,251.705000,0.000000,0.000000,0.000000
376.772986,251.705000,0.000000,0.000000,0.000000
377.157449,251.705000,0.000000,0.000000,0.000000
377.541911,251.705000,0.000000,0.000000,0.000000
377.926373,251.705000,0.000000,0.000000,0.000000
378.310835,251.705000,0.000000,0.000000,0.000000
378.695298,251.705000,0.000000,0.000000,0.000000
379.079760,251.705000,0.000000,0.000000,0.000000
379.464222,251.705000,0.000000,0.000000,0.000000
379.848684,251.705000,0.000000,0.000000,0.000000
380.233147,251.705000,0.000000,0.000000,0.000000
380.617609,251.705000,0.000000,0.000000,0.000000
381.002071,251.705000,0.000000,0.000000,0.000000
381.386533,251.705000,0.000000,0.000000,0.000000
381.770995,251.705000,0.000000,0.000000,0.000000
382.155458,251.705000,0.000000,0.000000,0.000000
382.539920,251.705000,0.000000,0.000000,0.000000
382.924382,251.705000,0.000000,0.000000,0.000000
383.308844,251.705000,0.000000,0.000000,0.000000
383.693307,251.705000,0.000000,0.000000,0.000000
384.077769,251.705000,0.000000,0.000000,0.000000
384.462231,251.705000,0.000000,0.000000,0.000000
384.846693,251.705000,0.000000,0.000000,0.000000
385.231156,251.705000,0.000000,0.000000,0.000000
385.615618,251.705000,0.000000,0.000000,0.000000
386.000080,251.705000,0.000000,0.000000,0.000000
386.384542,251.705000,0.000000,0.000000,0.000000
386.769005,251.705000,0.000000,0.000000,0.000000
